ticker,country,company_name,industry,sector,sub_industry,exchange,currency,market_cap_category,active,is_etf,yahoo_ticker,industry_keyword_1,industry_keyword_2,industry_keyword_3,ai_generated,ai_enhanced_at,competitor_1_name,competitor_1_ticker,competitor_2_name,competitor_2_ticker,competitor_3_name,competitor_3_ticker,upstream_1_name,upstream_1_ticker,upstream_2_name,upstream_2_ticker,downstream_1_name,downstream_1_ticker,downstream_2_name,downstream_2_ticker,geographic_markets,subsidiaries,financial_last_price,financial_price_change_pct,financial_yesterday_return_pct,financial_ytd_return_pct,financial_market_cap,financial_enterprise_value,financial_volume,financial_avg_volume,financial_analyst_target,financial_analyst_range_low,financial_analyst_range_high,financial_analyst_count,financial_analyst_recommendation,financial_snapshot_date,created_at,updated_at,data_source
CCJ,CA,Cameco Corporation,Uranium,Energy,"Oil, Gas & Consumable Fuels",,,,FALSE,FALSE,CCJ,uranium price,nuclear power demand,uranium supply,TRUE,2025-11-09T03:27:42.332088,NAC Kazatomprom JSC,KAP.L,NexGen Energy Ltd.,NXE,Denison Mines Corp.,DNN,,,,,Constellation Energy Corporation,CEG,Duke Energy Corporation,DUK,"Canada (major), Kazakhstan (major), United States (minor)","Westinghouse Electric Company, Inkái LLP",,,,,,,,,,,,,,,,,csv_import
CCK,CA,"Crown Holdings, Inc.",Containers & Packaging,Materials,Metal & Glass Containers,,,,FALSE,FALSE,CCK,aluminum prices,beverage can demand,steel prices,TRUE,2025-11-09T03:28:26.208359,Ball Corporation,BALL,Silgan Holdings Inc.,SLGN,Ardagh Metal Packaging S.A.,AMBP,Alcoa Corporation,AA,Rio Tinto Group,RIO,The Coca-Cola Company,KO,"PepsiCo, Inc.",PEP,"North America (major), Europe (major), Asia-Pacific (major)","Crown Bevcan Europe & Middle East, Crown Food Packaging North America, Crown Aerosols & Promotional Packaging Europe",,,,,,,,,,,,,,,,,csv_import
CCL,CA,Carnival Corporation & plc,"Hotels, Restaurants & Leisure",Consumer Discretionary,Leisure Facilities,,,,FALSE,FALSE,CCL,cruise booking volumes,bunker fuel prices,cruise ticket pricing,TRUE,2025-11-09T03:28:26.208374,Royal Caribbean Group,RCL,Norwegian Cruise Line Holdings Ltd.,NCLH,,,Fincantieri S.p.A.,FCT.MI,,,,,,,"North America (major), Europe (major), Australia (minor)","Carnival Cruise Line, Princess Cruise Lines, Holland America Line",,,,,,,,,,,,,,,,,csv_import
CCL-A.TO,CA,CCL Industries Inc.,Containers & Packaging,Materials,Paper & Plastic Packaging Products & Materials,,,,FALSE,FALSE,CCL-A.TO,CPG Sales Volumes,polymer resin prices,Pharmaceutical Packaging Demand,TRUE,2025-11-09T03:28:26.208379,Avery Dennison Corporation,AVY,Amcor plc,AMCR,,,Dow Inc.,DOW,LyondellBasell Industries N.V.,LYB,The Procter & Gamble Company,PG,Johnson & Johnson,JNJ,"North America (major), Europe (major), Latin America (minor), Asia-Pacific (minor)","CCL Label, Avery, Checkpoint Systems, Innovia Films",,,,,,,,,,,,,,,,,csv_import
CCL-B.TO,CA,CCL Industries Inc.,Containers & Packaging,Materials,Paper & Plastic Packaging Products & Materials,,,,FALSE,FALSE,CCL-B.TO,CPG Sales Volumes,polymer resin prices,Pharmaceutical Packaging Demand,TRUE,2025-11-09T03:28:26.208384,Avery Dennison Corporation,AVY,Amcor plc,AMCR,,,Dow Inc.,DOW,LyondellBasell Industries N.V.,LYB,The Procter & Gamble Company,PG,Johnson & Johnson,JNJ,"North America (major), Europe (major), Latin America (minor), Asia-Pacific (minor)","CCL Label, Avery, Checkpoint Systems, Innovia Films",,,,,,,,,,,,,,,,,csv_import
CCLD,CA,"CareCloud, Inc.",Health Care Technology,Health Care,Health Care Technology,,,,FALSE,FALSE,CCLD,Physician Practice Spending,RCM Services Demand,Reimbursement Policy Changes,TRUE,2025-11-09T03:28:26.208388,R1 RCM Inc.,RCM,Veradigm Inc.,MDRX,,,"Amazon.com, Inc.",AMZN,Microsoft Corporation,MSFT,,,,,United States (major),"talkEHR, MedSR, Meridian Medical Management",,,,,,,,,,,,,,,,,csv_import
CCM,CA,Concord Medical Services Holdings Limited,Medical Care Facilities,Healthcare,Health Care Facilities,,,,FALSE,FALSE,CCM,China healthcare spending,medical reimbursement rates,cancer treatment demand,TRUE,2025-11-09T03:29:15.865271,,,,,,,Siemens Healthineers AG,SEMHF,Accuray Incorporated,ARAY,,,,,China (major),,,,,,,,,,,,,,,,,,csv_import
CCM.TO,CA,Canagold Resources Ltd.,Gold,Materials,Gold,,,,FALSE,FALSE,CCM.TO,gold price,junior mining financing,mining exploration costs,TRUE,2025-11-09T03:29:15.865287,Skeena Resources Ltd.,SKE.TO,Osisko Mining Inc.,OSK.TO,Troilus Gold Corp.,TLG.TO,Major Drilling Group International Inc.,MDI.TO,,,Newmont Corporation,NEM,Barrick Gold Corporation,GOLD,Canada (major),,,,,,,,,,,,,,,,,,csv_import
CCNE,CA,CNB Financial Corporation,Banks - Regional,Financials,Regional Banks,,,,FALSE,FALSE,CCNE,interest rates,loan growth,credit quality,TRUE,2025-11-09T03:29:15.865292,F.N.B. Corporation,FNB,Fulton Financial Corporation,FULT,"S&T Bancorp, Inc.",STBA,"Fiserv, Inc.",FI,"Jack Henry & Associates, Inc.",JKHY,,,,,United States - Mid-Atlantic (major),CNB Bank,,,,,,,,,,,,,,,,,csv_import
CCO,CA,"Clear Channel Outdoor Holdings, Inc.",Advertising Agencies,Communication Services,Advertising,,,,FALSE,FALSE,CCO,out of home advertising spending,advertising occupancy rates,digital billboard conversion,TRUE,2025-11-09T03:29:15.865297,Lamar Advertising Company,LAMR,OUTFRONT Media Inc.,OUT,,,"Daktronics, Inc.",DAKT,,,,,,,"United States (major), Europe (major)","Clear Channel Outdoor Americas, Clear Channel International",,,,,,,,,,,,,,,,,csv_import
CCOI,CA,"Cogent Communications Holdings, Inc.",Telecom Services,Communication Services,Integrated Telecommunication Services,,,,FALSE,FALSE,CCOI,IP transit pricing,internet traffic growth,data center connectivity,TRUE,2025-11-09T03:29:15.865302,"Lumen Technologies, Inc.",LUMN,AT&T Inc.,T,Verizon Communications Inc.,VZ,Ciena Corporation,CIEN,"Equinix, Inc.",EQIX,Alphabet Inc.,GOOGL,"Netflix, Inc.",NFLX,"North America (major), Europe (major), Asia (minor)",,,,,,,,,,,,,,,,,,csv_import
CCO.TO,CA,Cameco Corporation,"Oil, Gas & Consumable Fuels",Energy,Uranium,,,,FALSE,FALSE,CCO.TO,uranium price,nuclear power demand,uranium supply,TRUE,2025-11-09T03:30:06.862360,NAC Kazatomprom JSC,KAP.L,NexGen Energy Ltd.,NXE,Denison Mines Corp.,DNN,,,,,Constellation Energy Corporation,CEG,Électricité de France S.A.,EDF.PA,"Canada (major), Kazakhstan (major), United States (major)",,,,,,,,,,,,,,,,,,csv_import
CCRD,CA,CoreCard Corporation,Software & Services,Information Technology,Data Processing & Outsourced Services,,,,FALSE,FALSE,CCRD,Credit Card Processing Volumes,Fintech Technology Spending,Payment Technology Adoption,TRUE,2025-11-09T03:30:06.862376,"Fiserv, Inc.",FI,Global Payments Inc.,GPN,"Marqeta, Inc.",MQ,,,,,"The Goldman Sachs Group, Inc.",GS,American Express Company,AXP,"United States (major), Europe (minor), India (minor)",,,,,,,,,,,,,,,,,,csv_import
CCRN,CA,"Cross Country Healthcare, Inc.",Health Care Providers & Services,Health Care,Health Care Services,,,,FALSE,FALSE,CCRN,Healthcare Labor Shortages,Nurse Staffing Demand,Healthcare Bill Rates,TRUE,2025-11-09T03:30:06.862381,"AMN Healthcare Services, Inc.",AMN,Robert Half Inc.,RHI,,,,,,,"HCA Healthcare, Inc.",HCA,Tenet Healthcare Corporation,THC,United States (major),,,,,,,,,,,,,,,,,,csv_import
CCS,CA,"Century Communities, Inc.",Consumer Durables & Apparel,Consumer Discretionary,Homebuilding,,,,FALSE,FALSE,CCS,mortgage rates,housing starts,lumber prices,TRUE,2025-11-09T03:30:06.862387,"D.R. Horton, Inc.",DHI,Lennar Corporation,LEN,"PulteGroup, Inc.",PHM,"Builders FirstSource, Inc.",BLDR,Owens Corning,OC,,,,,"United States - West (major), United States - Southeast (major), United States - Texas (major)",Century Complete,,,,,,,,,,,,,,,,,csv_import
CCSI,CA,"Consensus Cloud Solutions, Inc.",Software & Services,Information Technology,Application Software,,,,FALSE,FALSE,CCSI,Digital Fax Adoption,Healthcare IT Spending,Data Privacy Regulations,TRUE,2025-11-09T03:30:06.862391,Open Text Corporation,OTEX,"Box, Inc.",BOX,,,"Amazon.com, Inc.",AMZN,,,"HCA Healthcare, Inc.",HCA,CVS Health Corporation,CVS,"United States (major), Europe (minor), Canada (minor)",,,,,,,,,,,,,,,,,,csv_import
CCTG,CA,CCSC Technology International Holdings Limited,Electrical Equipment,Industrials,Electrical Components & Equipment,,,,FALSE,FALSE,CCTG,global manufacturing pmi,automotive production,copper price,TRUE,2025-11-09T03:30:59.084649,Belden Inc.,BDC,Volex plc,VLX.L,,,Freeport-McMoRan Inc.,FCX,,,Siemens AG,SIE.DE,Ford Motor Company,F,"China (major), North America (minor), Europe (minor)",CCSC Technology HK Limited,,,,,,,,,,,,,,,,,csv_import
CCU,CA,Compañía Cervecerías Unidas S.A.,Beverages,Consumer Staples,Brewers,,,,FALSE,FALSE,CCU,South America consumer spending,aluminum prices,usd to clp exchange rate,TRUE,2025-11-09T03:30:59.084662,Ambev S.A.,ABEV,Embotelladora Andina S.A.,AKO-B,"Fomento Económico Mexicano, S.A.B. de C.V.",FMX,Ball Corporation,BALL,"O-I Glass, Inc.",OI,"Walmart de México, S.A.B. de C.V.",WMT,Cencosud S.A.,CENCOSUD.SN,"Chile (major), Argentina (major), Rest of South America (minor)","Viña San Pedro Tarapacá S.A., Compañía Pisquera de Chile S.A.",,,,,,,,,,,,,,,,,csv_import
CDE,CA,"Coeur Mining, Inc.",Metals & Mining,Materials,Gold,,,,FALSE,FALSE,CDE,gold price,silver price,mining costs,TRUE,2025-11-09T03:30:59.084668,Hecla Mining Company,HL,Pan American Silver Corp.,PAAS,First Majestic Silver Corp.,AG,Caterpillar Inc.,CAT,,,Glencore plc,GLEN.L,,,"United States (major), Mexico (major)",,,,,,,,,,,,,,,,,,csv_import
CDIO,CA,"Cardio Diagnostics Holdings, Inc.",Biotechnology,Healthcare,Biotechnology,,,,FALSE,FALSE,CDIO,genetic testing reimbursement,cardiovascular disease prevalence,clinical lab spending,TRUE,2025-11-09T03:30:59.084674,Exact Sciences Corporation,EXAS,"Guardant Health, Inc.",GH,"Fulgent Genetics, Inc.",FLGT,"Illumina, Inc.",ILMN,Thermo Fisher Scientific Inc.,TMO,Laboratory Corporation of America Holdings,LH,Quest Diagnostics Incorporated,DGX,United States (major),,,,,,,,,,,,,,,,,,csv_import
CDLR,CA,Cadeler A/S,Construction & Engineering,Industrials,Construction & Engineering,,,,FALSE,FALSE,CDLR,offshore wind investment,offshore vessel day rates,steel price,TRUE,2025-11-09T03:30:59.084679,Subsea 7 S.A.,SUBCY,DEME Group NV,DEME.BR,,,Keppel Corporation Limited,KEP.SI,,,Ørsted A/S,ORSTED.CO,RWE Aktiengesellschaft,RWE.DE,"Europe (major), Asia-Pacific (minor), United States (minor)",Eneti Inc.,,,,,,,,,,,,,,,,,csv_import
CDLX,CA,"Cardlytics, Inc.",Media,Communication Services,Advertising,,,,FALSE,FALSE,CDLX,digital advertising spending,consumer spending,customer loyalty program spending,TRUE,2025-11-10T05:51:30.462073,"The Trade Desk, Inc.",TTD,"Affirm Holdings, Inc.",AFRM,Quotient Technology Inc.,QUOT,JPMorgan Chase & Co.,JPM,Bank of America Corporation,BAC,,,,,"United States (major), United Kingdom (major)",Bridg,,,,,,,,,,,,,,,,,csv_import
CDNA,CA,"CareDx, Inc",Life Sciences Tools & Services,Health Care,Life Sciences Tools & Services,,,,FALSE,FALSE,CDNA,organ transplant volumes,medicare reimbursement rates,genetic testing demand,TRUE,2025-11-10T05:51:30.462084,"Natera, Inc.",NTRA,Eurofins Scientific SE,ERF.PA,Quest Diagnostics Incorporated,DGX,"Illumina, Inc.",ILMN,,,,,,,"United States (major), Europe (minor)","Allenex AB, Olerup SSP AB",,,,,,,,,,,,,,,,,csv_import
CDNS,CA,"Cadence Design Systems, Inc.",Software,Information Technology,Application Software,,,,FALSE,FALSE,CDNS,Semiconductor R&D Spending,AI Chip Design,Cloud EDA Adoption,TRUE,2025-11-10T05:52:16.448352,"Synopsys, Inc.",SNPS,"Ansys, Inc.",ANSS,Siemens AG,SIE.DE,,,,,NVIDIA Corporation,NVDA,Apple Inc.,AAPL,"United States (major), Asia (major), Europe (minor)",,,,,,,,,,,,,,,,,,csv_import
CDP,CA,COPT Defense Properties,Equity Real Estate Investment Trusts (REITs),Real Estate,Office REITs,,,,FALSE,FALSE,CDP,Defense Spending,Government Leasing Activity,Data Center Demand,TRUE,2025-11-10T05:52:16.448369,"Easterly Government Properties, Inc.",DEA,"Alexandria Real Estate Equities, Inc.",ARE,"Digital Realty Trust, Inc.",DLR,,,,,Lockheed Martin Corporation,LMT,Northrop Grumman Corporation,NOC,United States - Mid-Atlantic (major),,,,,,,,,,,,,,,,,,csv_import
CDRE,CA,"Cadre Holdings, Inc.",Aerospace & Defense,Industrials,Aerospace & Defense,,,,FALSE,FALSE,CDRE,Law Enforcement Budgets,Defense Spending,First Responder Funding,TRUE,2025-11-10T05:52:16.448375,Avon Protection plc,AVON.L,MSA Safety Incorporated,MSA,"Axon Enterprise, Inc.",AXON,"DuPont de Nemours, Inc.",DD,,,,,,,"United States (major), Europe (minor), International (minor)","Safariland, LLC, Med-Eng Holdings, ULC",,,,,,,,,,,,,,,,,csv_import
CDRO,CA,"Codere Online Luxembourg, S.A.",Consumer Services,Consumer Discretionary,Casinos & Gaming,,,,FALSE,FALSE,CDRO,Online Gambling Regulation,Digital Advertising Spending,Latin America Consumer Spending,TRUE,2025-11-09T03:32:43.361679,Flutter Entertainment plc,PDYPY,DraftKings Inc.,DKNG,Entain plc,GMVHY,,,,,,,,,"Spain (major), Mexico (major), Latin America (major)",,,,,,,,,,,,,,,,,,csv_import
CDR.TO,CA,Condor Energies Inc.,Energy,Energy,Oil & Gas Exploration & Production,,,,FALSE,FALSE,CDR.TO,oil price,natural gas price,Central Asia Geopolitics,TRUE,2025-11-09T03:32:43.361693,Nostrum Oil & Gas PLC,NOG.L,PetroTal Corp.,TAL.TO,,,,,,,,,,,"Kazakhstan (major), Turkey (major)",,,,,,,,,,,,,,,,,,csv_import
CDT,CA,Conduit Pharmaceuticals Inc.,"Pharmaceuticals, Biotechnology & Life Sciences",Healthcare,Biotechnology,,,,FALSE,FALSE,CDT,Biotech Funding Environment,FDA Approval Rates,Autoimmune Disease Market,TRUE,2025-11-09T03:32:43.361700,"Kyverna Therapeutics, Inc.",KYTX,"Apogee Therapeutics, Inc.",APGE,,,IQVIA Holdings Inc.,IQV,,,Pfizer Inc.,PFE,Johnson & Johnson,JNJ,"United States (major), Europe (major)",,,,,,,,,,,,,,,,,,csv_import
CDTG,CA,CDT Environmental Technology Investment Holdings Limited,Commercial & Professional Services,Industrials,Environmental & Facilities Services,,,,FALSE,FALSE,CDTG,China Environmental Regulation,China Industrial Production,China Infrastructure Spending,TRUE,2025-11-09T03:32:43.361706,BEW Engineering Group Company Limited,0371.HK,China Everbright Environment Group Limited,0257.HK,,,,,,,,,,,China (major),,,,,,,,,,,,,,,,,,csv_import
CDTX,CA,"Cidara Therapeutics, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Healthcare,Biotechnology,,,,FALSE,FALSE,CDTX,Antifungal Drug Sales,Hospital Acquired Infections,Drug Pricing Policy,TRUE,2025-11-09T03:32:43.361711,"Scynexis, Inc.",SCYX,"Gilead Sciences, Inc.",GILD,Pfizer Inc.,PFE,,,,,Johnson & Johnson,JNJ,,,"United States (major), Europe (major), Japan (major)",,,,,,,,,,,,,,,,,,csv_import
CDW,CA,CDW Corporation,Technology Distributors,Information Technology,Technology Distributors,,,,FALSE,FALSE,CDW,Enterprise IT Budgets,PC Shipments,Cloud Infrastructure Spending,TRUE,2025-11-09T03:33:33.658013,"Insight Enterprises, Inc.",NSIT,"PC Connection, Inc.",CNXN,ePlus inc.,PLUS,HP Inc.,HPQ,Apple Inc.,AAPL,,,,,"United States (major), Canada (major), United Kingdom (major)","CDW Government LLC, CDW Logistics, Inc., Sirius Computer Solutions, Inc.",,,,,,,,,,,,,,,,,csv_import
CDXS,CA,"Codexis, Inc.",Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,CDXS,Pharmaceutical R&D Spending,Biologic Drug Manufacturing,Life Science Tool Demand,TRUE,2025-11-09T03:33:33.658032,"Ginkgo Bioworks Holdings, Inc.",DNA,Twist Bioscience Corporation,TWST,Repligen Corporation,RGEN,,,,,Pfizer Inc.,PFE,"Merck & Co., Inc.",MRK,"United States (major), Europe (major), Asia (minor)",,,,,,,,,,,,,,,,,,csv_import
CDZI,CA,Cadiz Inc.,Water Utilities,Utilities,Water Utilities,,,,FALSE,FALSE,CDZI,California Water Prices,Drought Conditions,Environmental Regulations,TRUE,2025-11-09T03:33:33.658040,American States Water Company,AWR,California Water Service Group,CWT,,,,,,,,,,,United States - California (major),,,,,,,,,,,,,,,,,,csv_import
CE,CA,Celanese Corporation,Chemicals,Materials,Specialty Chemicals,,,,FALSE,FALSE,CE,acetyls price,natural gas price,Automotive Production,TRUE,2025-11-09T03:33:33.658047,Eastman Chemical Company,EMN,Dow Inc.,DOW,LyondellBasell Industries N.V.,LYB,Methanex Corporation,MEOH,,,,,,,"North America (major), Europe (major), Asia (major)","Ticona, Celanese International Corporation, Mobility & Materials",,,,,,,,,,,,,,,,,csv_import
CECO,CA,CECO Environmental Corp.,Pollution & Treatment Controls,Industrials,Pollution & Treatment Controls,,,,FALSE,FALSE,CECO,Industrial Capital Spending,Environmental Regulations,Infrastructure Spending,TRUE,2025-11-09T03:33:33.658053,"Donaldson Company, Inc.",DCI,Flowserve Corporation,FLS,"Chart Industries, Inc.",GTLS,,,,,,,,,"United States (major), Europe (minor), Asia (minor)",,,,,,,,,,,,,,,,,,csv_import
CEG,US,Constellation Energy Corporation,Electric Utilities,Utilities,Independent Power Producers & Energy Traders,,,,TRUE,FALSE,CEG,power prices,electricity demand,uranium price,TRUE,2025-11-09T03:34:21.067116,Vistra Corp.,VST,"NRG Energy, Inc.",NRG,"NextEra Energy, Inc.",NEE,Cameco Corporation,CCJ,NAC Kazatomprom JSC,KAP.L,Exelon Corporation,EXC,"Dominion Energy, Inc.",D,"United States - Mid-Atlantic (major), United States - Midwest (major), United States - Northeast (major)","Constellation Generation, LLC",,,,,,,,,,,,,,,,,csv_import
CELC,CA,Celcuity Inc.,Biotechnology,Healthcare,Biotechnology,,,,FALSE,FALSE,CELC,Biotech Funding Environment,FDA Approval Rates,Oncology Drug Development,TRUE,2025-11-09T03:34:21.067130,"Guardant Health, Inc.",GH,"Tempus AI, Inc.",TEM,"Personalis, Inc.",PSNL,IQVIA Holdings Inc.,IQV,Thermo Fisher Scientific Inc.,TMO,Pfizer Inc.,PFE,"Merck & Co., Inc.",MRK,United States (major),,,,,,,,,,,,,,,,,,csv_import
CELH,CA,"Celsius Holdings, Inc.",Beverages - Non-Alcoholic,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,,,FALSE,FALSE,CELH,Energy Drink Sales,aluminum can prices,Convenience Store Traffic,TRUE,2025-11-09T03:34:21.067136,Monster Beverage Corporation,MNST,"PepsiCo, Inc.",PEP,The Coca-Cola Company,KO,Ball Corporation,BALL,Ingredion Incorporated,INGR,"PepsiCo, Inc.",PEP,Costco Wholesale Corporation,COST,"United States (major), Europe (minor), Asia (minor)",,,,,,,,,,,,,,,,,,csv_import
CELU,CA,Celularity Inc.,Biotechnology,Healthcare,Biotechnology,,,,FALSE,FALSE,CELU,Cell Therapy Funding,FDA Approval Rates,Regenerative Medicine Market,TRUE,2025-11-09T03:34:21.067142,"Fate Therapeutics, Inc.",FATE,"Allogene Therapeutics, Inc.",ALLO,Mesoblast Limited,MESO,Thermo Fisher Scientific Inc.,TMO,Danaher Corporation,DHR,Bristol Myers Squibb Company,BMY,"Gilead Sciences, Inc.",GILD,United States (major),,,,,,,,,,,,,,,,,,csv_import
CELZ,CA,"Creative Medical Technology Holdings, Inc.",Biotechnology,Healthcare,Biotechnology,,,,FALSE,FALSE,CELZ,Biotech Funding Environment,FDA Approval Rates,Regenerative Medicine Market,TRUE,2025-11-09T03:34:21.067147,BrainStorm Cell Therapeutics Inc.,BCLI,"Athersys, Inc.",ATHX,,,IQVIA Holdings Inc.,IQV,,,Eli Lilly and Company,LLY,Pfizer Inc.,PFE,United States (major),"Creative Medical Technologies, Inc.",,,,,,,,,,,,,,,,,csv_import
CEMX.TO,CA,CEMATRIX Corporation,Construction Materials,Materials,Construction Materials,,,,FALSE,FALSE,CEMX.TO,infrastructure spending,non-residential construction,cement prices,TRUE,2025-11-09T03:34:58.610896,,,,,,,,,,,,,,,"Canada (major), United States (major)","MixOnSite USA, Inc.",,,,,,,,,,,,,,,,,csv_import
CENN,CA,Cenntro Inc.,Automobile Manufacturers,Consumer Discretionary,Automobile Manufacturers,,,,FALSE,FALSE,CENN,commercial EV sales,last-mile delivery demand,battery costs,TRUE,2025-11-09T03:34:58.610916,Workhorse Group Inc.,WKHS,"Rivian Automotive, Inc.",RIVN,Ford Motor Company,F,"Contemporary Amperex Technology Co., Limited",300750.SZ,,,,,,,"United States (major), Europe (major), Asia (minor)",Tropos Motors,,,,,,,,,,,,,,,,,csv_import
CENT,CA,Central Garden & Pet Company,Household & Personal Products,Consumer Staples,Household Products,,,,FALSE,FALSE,CENT,pet ownership trends,lawn and garden spending,consumer spending,TRUE,2025-11-09T03:34:58.610926,"Spectrum Brands Holdings, Inc.",SPB,The Scotts Miracle-Gro Company,SMG,"Petco Health and Wellness Company, Inc.",WOOF,,,,,Walmart Inc.,WMT,"The Home Depot, Inc.",HD,United States (major),,,,,,,,,,,,,,,,,,csv_import
CENTA,CA,Central Garden & Pet Company,Household & Personal Products,Consumer Staples,Household Products,,,,FALSE,FALSE,CENTA,pet ownership trends,lawn and garden spending,consumer spending,TRUE,2025-11-09T03:34:58.610931,"Spectrum Brands Holdings, Inc.",SPB,The Scotts Miracle-Gro Company,SMG,"Petco Health and Wellness Company, Inc.",WOOF,,,,,Walmart Inc.,WMT,"The Home Depot, Inc.",HD,United States (major),,,,,,,,,,,,,,,,,,csv_import
CENX,CA,Century Aluminum Company,Metals & Mining,Materials,Aluminum,,,,FALSE,FALSE,CENX,aluminum price,electricity prices,global industrial production,TRUE,2025-11-09T03:34:58.610950,Alcoa Corporation,AA,Norsk Hydro ASA,NHYDY,Rio Tinto Group,RIO,Alcoa Corporation,AA,,,Glencore plc,GLEN.L,,,"United States (major), Iceland (major)",,,,,,,,,,,,,,,,,,csv_import
CEP,CA,"Cantor Equity Partners, Inc.",Shell Companies,Financials,Shell Companies,,,,FALSE,FALSE,CEP,SPAC Deal Flow,Merger Arbitrage Spreads,interest rates,TRUE,2025-11-09T03:35:38.909780,,,,,,,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
CEPF,CA,"Cantor Equity Partners IV, Inc.",Shell Companies,Financials,Shell Companies,,,,FALSE,FALSE,CEPF,SPAC Deal Flow,Merger Arbitrage Spreads,interest rates,TRUE,2025-11-09T03:35:38.909794,,,,,,,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
CEPO,CA,"Cantor Equity Partners I, Inc.",Shell Companies,Financials,Shell Companies,,,,FALSE,FALSE,CEPO,SPAC Deal Flow,Merger Arbitrage Spreads,interest rates,TRUE,2025-11-09T03:35:38.909798,,,,,,,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
CEPT,CA,"Cantor Equity Partners II, Inc.",Shell Companies,Financials,Shell Companies,,,,FALSE,FALSE,CEPT,SPAC Deal Flow,Merger Arbitrage Spreads,interest rates,TRUE,2025-11-09T03:35:38.909802,,,,,,,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
